index,Cosine Similarity
"('lang', 'findan')",-0.068669304
"('lang', 'cuman')",-0.12851267
"('lang', 'licgan')",0.12327062
"('lang', 'sittan')",-0.12566493
"('lang', 'standan')",0.07655888
"('lang', 'sæcgan')",0.14703193
"('lang', 'sunne')",0.058767684
"('lang', 'mona')",0.16664474
"('lang', 'steorra')",0.06524053
"('lang', 'ea')",0.060712952
"('lang', 'regn')",-0.010497786
"('lang', 'stan')",0.0688285
"('lang', 'eorþe')",0.06261608
"('lang', 'neowol')",-0.069661856
"('lang', 'þrosm')",0.102570646
"('lang', 'axe')",0.13835528
"('lang', 'bærnan')",0.106433675
"('lang', 'beorg')",-0.04244276
"('lang', 'read')",0.109694526
"('lang', 'grene')",0.038895898
"('lang', 'geolo')",-0.00027378276
"('lang', 'hwit')",0.090262085
"('lang', 'niht')",0.045936666
"('lang', 'wearm')",0.10289791
"('lang', 'ceald')",0.025194336
"('lang', 'full')",0.28741434
"('lang', 'niwe')",0.06472097
"('lang', 'betra')",0.16717485
"('lang', 'dryge')",0.21287614
"('lang', 'nama')",0.12080801
"('min', 'ic')",0.13308796
"('min', 'ðu')",0.063713245
"('min', 'us')",0.079019055
"('min', 'he')",-0.10793835
"('min', 'ðæt')",0.013871923
"('min', 'ne')",0.054757297
"('min', 'manig')",-0.14583242
"('min', 'twegen')",-0.20745748
"('min', 'micel')",0.09353592
"('min', 'lang')",0.10297006
"('min', 'cwen')",-0.03834069
"('min', 'mann')",-0.07614017
"('min', 'fisc')",-0.10440499
"('min', 'hund')",-0.036233626
"('min', 'treow')",0.09155823
"('min', 'blæd')",-0.16582729
"('min', 'gelynd')",0.09180789
"('min', 'æg')",-0.03793125
"('min', 'horn')",-0.12927353
"('min', 'hær')",0.092754744
"('min', 'heafod')",-0.04553713
"('min', 'eare')",-0.10794188
"('min', 'eage')",-0.017981647
"('min', 'muþ')",0.13995266
"('min', 'tunge')",0.033588104
"('min', 'clea')",-0.024387116
"('min', 'fot')",0.10403397
"('min', 'cneow')",-0.04476341
"('min', 'mund')",0.044237763
"('min', 'sweora')",0.00075119175
"('min', 'heorte')",0.1369606
"('min', 'drincan')",-0.019086137
"('min', 'etan')",0.012527637
"('min', 'bitan')",-0.043204945
"('min', 'seon')",0.20504132
"('min', 'gehiran')",0.08600517
"('min', 'cunnan')",0.17462409
"('min', 'swefan')",-0.2384271
"('min', 'dead')",0.061135612
"('min', 'fleogan')",-0.17617218
"('min', 'findan')",-0.04624614
"('min', 'cuman')",-0.13719633
"('min', 'licgan')",-0.016526934
"('min', 'sittan')",-0.21754026
"('min', 'standan')",-0.050379675
"('min', 'sæcgan')",0.060192637
"('min', 'sunne')",-0.072952375
"('min', 'mona')",0.024523603
"('min', 'steorra')",0.019680224
"('min', 'ea')",0.01580023
"('min', 'regn')",-0.098119445
"('min', 'stan')",-0.012442742
"('min', 'eorþe')",0.17861798
"('min', 'neowol')",-0.08617296
"('min', 'þrosm')",-0.036730625
"('min', 'axe')",-0.023796026
"('min', 'bærnan')",-0.10117537
"('min', 'beorg')",-0.06839212
"('min', 'read')",0.05879944
"('min', 'grene')",-0.12045901
"('min', 'geolo')",0.081637055
"('min', 'hwit')",-0.076916166
"('min', 'niht')",0.0038745478
"('min', 'wearm')",-0.0004481338
"('min', 'ceald')",0.019002566
"('min', 'full')",0.09597361
