index,Cosine Similarity
"('dies', 'hora')",0.25895151
"('dies', 'rex')",0.058006473
"('dies', 'templum')",0.1982307
"('magnus', 'homo')",0.26784167
"('magnus', 'filius')",0.26433057
"('magnus', 'dominus')",-0.009591021
"('magnus', 'caelum')",0.1569184
"('magnus', 'discipuli')",0.45865935
"('magnus', 'pater')",0.037449963
"('magnus', 'regnum')",0.407718
"('magnus', 'deus')",0.21636824
"('magnus', 'bonus')",0.34973648
"('magnus', 'multus')",0.45340192
"('magnus', 'dies')",0.031442113
"('magnus', 'domus')",-0.18657543
"('magnus', 'filii')",0.339897
"('magnus', 'manus')",0.119791165
"('magnus', 'terra')",0.27655274
"('magnus', 'tempus')",0.03727924
"('magnus', 'populus')",0.29814535
"('magnus', 'propheta')",0.3819778
"('magnus', 'scribae')",0.29548755
"('magnus', 'servus')",0.19694845
"('magnus', 'frater')",0.28362358
"('magnus', 'hora')",0.16883337
"('magnus', 'rex')",0.3681755
"('magnus', 'templum')",0.36019868
"('domus', 'homo')",0.032133225
"('domus', 'filius')",0.006592784
"('domus', 'dominus')",-0.05231125
"('domus', 'caelum')",0.24022275
"('domus', 'discipuli')",-0.18890831
"('domus', 'pater')",0.30338615
"('domus', 'regnum')",0.29669845
"('domus', 'deus')",0.22432107
"('domus', 'bonus')",0.2201969
"('domus', 'multus')",0.09754018
"('domus', 'dies')",0.31601116
"('domus', 'magnus')",-0.18657543
"('domus', 'filii')",0.07319936
"('domus', 'manus')",0.15396598
"('domus', 'terra')",0.15702371
"('domus', 'tempus')",0.08496702
"('domus', 'populus')",0.1846726
"('domus', 'propheta')",0.2224733
"('domus', 'scribae')",0.021182667
"('domus', 'servus')",0.035439834
"('domus', 'frater')",-0.2811025
"('domus', 'hora')",0.11955373
"('domus', 'rex')",-0.20770042
"('domus', 'templum')",0.202954
"('filii', 'homo')",0.010869905
"('filii', 'filius')",0.25156027
"('filii', 'dominus')",0.044828467
"('filii', 'caelum')",-0.071770534
"('filii', 'discipuli')",-0.18130444
"('filii', 'pater')",0.25079042
"('filii', 'regnum')",0.23628692
"('filii', 'deus')",0.16624421
"('filii', 'bonus')",0.1945389
"('filii', 'multus')",0.06907926
"('filii', 'dies')",0.05151508
"('filii', 'magnus')",0.339897
"('filii', 'domus')",0.07319936
"('filii', 'manus')",0.13607359
"('filii', 'terra')",0.14571056
"('filii', 'tempus')",-0.038245052
"('filii', 'populus')",0.006478023
"('filii', 'propheta')",0.18528011
"('filii', 'scribae')",0.019839521
"('filii', 'servus')",0.05542563
"('filii', 'frater')",0.1473956
"('filii', 'hora')",0.24829116
"('filii', 'rex')",0.06272307
"('filii', 'templum')",0.2648841
"('manus', 'homo')",0.04675214
"('manus', 'filius')",0.22728088
"('manus', 'dominus')",-0.023530016
"('manus', 'caelum')",0.019750975
"('manus', 'discipuli')",0.13215935
"('manus', 'pater')",0.2339617
"('manus', 'regnum')",0.022575308
"('manus', 'deus')",0.10728619
"('manus', 'bonus')",0.26234716
"('manus', 'multus')",0.15520114
"('manus', 'dies')",0.422165
"('manus', 'magnus')",0.119791165
"('manus', 'domus')",0.15396598
"('manus', 'filii')",0.13607359
"('manus', 'terra')",0.2257495
"('manus', 'tempus')",0.2942329
"('manus', 'populus')",0.06997223
"('manus', 'propheta')",0.21843836
"('manus', 'scribae')",0.16231194
"('manus', 'servus')",0.076227784
"('manus', 'frater')",0.40657288
"('manus', 'hora')",0.073764116
"('manus', 'rex')",0.1784099
"('manus', 'templum')",0.23176017
"('terra', 'homo')",0.015888512
"('terra', 'filius')",0.3460495
"('terra', 'dominus')",-0.25919983
"('terra', 'caelum')",0.39986986
"('terra', 'discipuli')",0.029427405
"('terra', 'pater')",0.20382807
"('terra', 'regnum')",0.06735103
"('terra', 'deus')",0.17070688
"('terra', 'bonus')",0.37996855
"('terra', 'multus')",0.48994035
"('terra', 'dies')",-0.099778205
"('terra', 'magnus')",0.27655274
"('terra', 'domus')",0.15702371
"('terra', 'filii')",0.14571056
"('terra', 'manus')",0.2257495
"('terra', 'tempus')",-0.016402878
"('terra', 'populus')",0.13580145
"('terra', 'propheta')",0.2410848
"('terra', 'scribae')",0.07082385
"('terra', 'servus')",-0.28787705
"('terra', 'frater')",-0.03496813
"('terra', 'hora')",-0.13167593
"('terra', 'rex')",0.15922388
"('terra', 'templum')",0.2680511
"('tempus', 'homo')",-0.12647133
"('tempus', 'filius')",0.002107069
"('tempus', 'dominus')",0.20390736
"('tempus', 'caelum')",-0.0067231506
"('tempus', 'discipuli')",0.15422292
"('tempus', 'pater')",-0.22359464
"('tempus', 'regnum')",-0.006826639
"('tempus', 'deus')",0.13413435
"('tempus', 'bonus')",0.10785535
"('tempus', 'multus')",0.10858663
"('tempus', 'dies')",0.25387484
"('tempus', 'magnus')",0.03727924
"('tempus', 'domus')",0.08496702
"('tempus', 'filii')",-0.038245052
"('tempus', 'manus')",0.2942329
"('tempus', 'terra')",-0.016402878
"('tempus', 'populus')",0.22220388
"('tempus', 'propheta')",0.40302193
"('tempus', 'scribae')",0.18510228
"('tempus', 'servus')",0.011998031
"('tempus', 'frater')",0.15081793
"('tempus', 'hora')",0.10232335
"('tempus', 'rex')",0.18641692
"('tempus', 'templum')",0.12693933
"('populus', 'homo')",-0.04061368
"('populus', 'filius')",-0.029151209
"('populus', 'dominus')",-0.04275683
"('populus', 'caelum')",0.2139197
"('populus', 'discipuli')",-0.043926105
"('populus', 'pater')",0.028066505
"('populus', 'regnum')",0.18965957
"('populus', 'deus')",0.33999813
"('populus', 'bonus')",0.32509947
"('populus', 'multus')",0.20802389
"('populus', 'dies')",0.020254292
"('populus', 'magnus')",0.29814535
"('populus', 'domus')",0.1846726
"('populus', 'filii')",0.006478023
"('populus', 'manus')",0.06997223
"('populus', 'terra')",0.13580145
"('populus', 'tempus')",0.22220388
"('populus', 'propheta')",0.49486288
"('populus', 'scribae')",0.33252412
"('populus', 'servus')",0.16244018
"('populus', 'frater')",-0.016803086
"('populus', 'hora')",-0.2221733
"('populus', 'rex')",0.13446602
"('populus', 'templum')",0.050361864
"('propheta', 'homo')",0.008232323
"('propheta', 'filius')",0.1459286
"('propheta', 'dominus')",-0.30781117
"('propheta', 'caelum')",-0.024595484
"('propheta', 'discipuli')",-0.0016953573
"('propheta', 'pater')",-0.14952731
"('propheta', 'regnum')",0.18548298
"('propheta', 'deus')",0.25963682
"('propheta', 'bonus')",0.24001457
"('propheta', 'multus')",0.3060869
"('propheta', 'dies')",0.15580282
"('propheta', 'magnus')",0.3819778
