index,Cosine Similarity
"('qui', 'bibere')",-0.030174501
"('qui', 'edere')",-0.08394964
"('qui', 'mordeo')",-0.17907506
"('qui', 'cautio')",0.12400103
"('qui', 'cognoscere')",0.063105956
"('qui', 'somnus')",-0.097523496
"('qui', 'funus')",0.022798445
"('qui', 'caedo')",-0.18616591
"('qui', 'nare')",-0.18947732
"('qui', 'volare')",-0.116349414
"('qui', 'pontis')",0.116378754
"('qui', 'venire')",0.12783104
"('qui', 'lectus')",0.0051057767
"('qui', 'sedere')",0.059107028
"('qui', 'stare')",0.18523937
"('qui', 'dare')",0.12250919
"('qui', 'inquam')",-0.15734819
"('qui', 'sol')",0.051842146
"('qui', 'mensis')",0.1389807
"('qui', 'stella')",-0.023230307
"('qui', 'aqua')",-0.1610659
"('qui', 'pluvia')",-0.13129778
"('qui', 'lapis')",-0.03456687
"('qui', 'harena')",-0.14698578
"('qui', 'solum')",0.10072964
"('qui', 'nimbus')",-0.115666024
"('qui', 'fumus')",-0.1383092
"('qui', 'ignis')",0.004053071
"('qui', 'ardere')",-0.018398575
"('qui', 'mons')",-0.09622946
"('qui', 'rubeus')",0.12450421
"('qui', 'gramen')",-0.262907
"('qui', 'flavo')",-0.12530375
"('qui', 'albus')",-0.0828544
"('qui', 'ater')",-0.1957565
"('qui', 'nox')",-0.025757538
"('qui', 'calidus')",-0.15719151
"('qui', 'gelu')",-0.15996848
"('qui', 'plenus')",-0.017202407
"('qui', 'novus')",-0.07946329
"('qui', 'bonus')",0.21909818
"('qui', 'circularis')",-0.010733042
"('qui', 'siccus')",-0.008616917
"('qui', 'nomen')",0.053475108
"('quid', 'ego')",0.1345418
"('quid', 'tu')",0.13308369
"('quid', 'nos')",0.30845392
"('quid', 'cis')",0.03903132
"('quid', 'istud')",0.34372926
"('quid', 'qui')",0.19636706
"('quid', 'non')",0.4217934
"('quid', 'omnis')",0.15915078
"('quid', 'multi')",0.040955134
"('quid', 'unus')",0.0947873
"('quid', 'duo')",0.050786305
"('quid', 'magnus')",-0.036725387
"('quid', 'longus')",-0.14337824
"('quid', 'minutus')",-0.02165513
"('quid', 'femina')",0.006669428
"('quid', 'vir')",0.06107113
"('quid', 'persona')",0.3178736
"('quid', 'piscis')",-0.13910596
"('quid', 'avis')",0.06040128
"('quid', 'canis')",-0.07897058
"('quid', 'pedis')",-0.09755246
"('quid', 'dryas')",-0.05490033
"('quid', 'semen')",0.014014628
"('quid', 'folium')",-0.13709456
"('quid', 'radix')",-0.09157824
"('quid', 'cortex')",-0.13714777
"('quid', 'cutis')",-0.12820275
"('quid', 'membrana')",-0.07278766
"('quid', 'sanguis')",-0.05581748
"('quid', 'os')",-0.046226047
"('quid', 'medulla')",-0.2834242
"('quid', 'ovum')",0.07663259
"('quid', 'cornu')",-0.20382395
"('quid', 'cauda')",-0.28716162
"('quid', 'pluma')",0.0046755373
"('quid', 'pilus')",-0.28801307
"('quid', 'caput')",0.034087896
"('quid', 'auris')",-0.14977121
"('quid', 'oculus')",-0.116744556
"('quid', 'nasus')",0.064242676
"('quid', 'gemma')",0.004178703
"('quid', 'lingua')",0.019613799
"('quid', 'unguis')",-0.16204417
"('quid', 'pes')",-0.06945472
"('quid', 'genu')",-0.17544177
"('quid', 'manus')",0.060737543
"('quid', 'uterus')",0.0154637955
"('quid', 'monile')",0.05447066
"('quid', 'pectora')",-0.11430017
"('quid', 'cor')",0.015982367
"('quid', 'iecur')",-0.2300347
"('quid', 'bibere')",-0.09000075
"('quid', 'edere')",-0.120739184
"('quid', 'mordeo')",0.071359456
"('quid', 'cautio')",0.2314354
"('quid', 'cognoscere')",0.26408333
"('quid', 'somnus')",-0.04774363
"('quid', 'funus')",0.13035002
"('quid', 'caedo')",-0.09544469
"('quid', 'nare')",-0.046818182
"('quid', 'volare')",-0.28718573
"('quid', 'pontis')",-0.04050881
"('quid', 'venire')",0.1489942
"('quid', 'lectus')",-0.09521496
"('quid', 'sedere')",0.07973243
"('quid', 'stare')",0.14548145
"('quid', 'dare')",0.12989673
"('quid', 'inquam')",0.09559582
"('quid', 'sol')",0.08129935
"('quid', 'mensis')",0.13012676
"('quid', 'stella')",0.030213574
"('quid', 'aqua')",-0.1971696
"('quid', 'pluvia')",-0.03394776
"('quid', 'lapis')",-0.06063261
"('quid', 'harena')",-0.12790686
"('quid', 'solum')",0.009645404
"('quid', 'nimbus')",-0.1385931
"('quid', 'fumus')",-0.12389849
"('quid', 'ignis')",0.031253964
"('quid', 'ardere')",0.10445878
"('quid', 'mons')",-0.07712821
"('quid', 'rubeus')",-0.059781827
"('quid', 'gramen')",-0.24075857
"('quid', 'flavo')",-0.13448605
"('quid', 'albus')",-0.080814354
"('quid', 'ater')",-0.1053141
"('quid', 'nox')",0.105307996
"('quid', 'calidus')",0.014879163
"('quid', 'gelu')",-0.11175521
"('quid', 'plenus')",0.14220074
"('quid', 'novus')",-0.037433937
"('quid', 'bonus')",0.12425454
"('quid', 'circularis')",0.03508009
"('quid', 'siccus')",-0.019489422
"('quid', 'nomen')",0.2775938
"('non', 'ego')",0.13105147
"('non', 'tu')",0.09872758
"('non', 'nos')",0.2409797
"('non', 'cis')",-0.09492271
"('non', 'istud')",0.3643662
"('non', 'qui')",0.30491814
"('non', 'quid')",0.4217934
"('non', 'omnis')",0.3154025
"('non', 'multi')",0.1613572
"('non', 'unus')",0.2342126
"('non', 'duo')",0.12972458
"('non', 'magnus')",-0.15556966
"('non', 'longus')",-0.07121672
"('non', 'minutus')",0.08522362
"('non', 'femina')",0.08797198
"('non', 'vir')",0.0691904
"('non', 'persona')",0.30594987
"('non', 'piscis')",-0.1820286
"('non', 'avis')",0.18976887
"('non', 'canis')",-0.09230844
"('non', 'pedis')",0.046914943
"('non', 'dryas')",0.11415282
"('non', 'semen')",0.022957534
"('non', 'folium')",-0.10984895
"('non', 'radix')",-0.16138907
"('non', 'cortex')",-0.05434953
"('non', 'cutis')",-0.108876325
"('non', 'membrana')",-0.06177911
"('non', 'sanguis')",0.039701104
"('non', 'os')",-0.10661836
"('non', 'medulla')",-0.24011378
"('non', 'ovum')",0.083292305
"('non', 'cornu')",-0.19297309
"('non', 'cauda')",-0.023379333
"('non', 'pluma')",0.045595203
"('non', 'pilus')",-0.21256772
"('non', 'caput')",0.10581809
"('non', 'auris')",-0.16992941
"('non', 'oculus')",-0.07574632
"('non', 'nasus')",-0.013570435
"('non', 'gemma')",-0.11370283
"('non', 'lingua')",-0.07616955
"('non', 'unguis')",-0.16116416
"('non', 'pes')",0.0031324252
"('non', 'genu')",-0.03183147
"('non', 'manus')",0.09788491
"('non', 'uterus')",0.12892461
"('non', 'monile')",0.026327156
"('non', 'pectora')",-0.07509484
"('non', 'cor')",-0.007957138
"('non', 'iecur')",-0.030835837
"('non', 'bibere')",-0.007394258
"('non', 'edere')",-0.0048108846
"('non', 'mordeo')",0.17396183
"('non', 'cautio')",0.1615771
"('non', 'cognoscere')",0.22059381
"('non', 'somnus')",-0.0064390004
"('non', 'funus')",0.012722254
"('non', 'caedo')",-0.02709261
"('non', 'nare')",-0.21052386
"('non', 'volare')",0.033128798
"('non', 'pontis')",-0.10822721
"('non', 'venire')",0.21637648
"('non', 'lectus')",-0.036081307
"('non', 'sedere')",0.14354509
"('non', 'stare')",0.3105569
"('non', 'dare')",0.2200708
"('non', 'inquam')",-0.018062465
"('non', 'sol')",0.0464996
"('non', 'mensis')",0.051724885
"('non', 'stella')",-0.020114463
"('non', 'aqua')",0.017815027
"('non', 'pluvia')",-0.1000635
"('non', 'lapis')",-0.0018412322
"('non', 'harena')",-0.121939875
"('non', 'solum')",0.39637858
"('non', 'nimbus')",-0.1213411
"('non', 'fumus')",-0.071091816
"('non', 'ignis')",0.13300672
"('non', 'ardere')",-0.06592511
"('non', 'mons')",-0.10161281
"('non', 'rubeus')",0.13207816
"('non', 'gramen')",-0.11632097
"('non', 'flavo')",-0.22344261
"('non', 'albus')",0.007339932
"('non', 'ater')",-0.11741511
"('non', 'nox')",0.13382962
"('non', 'calidus')",0.07646689
"('non', 'gelu')",-0.11697022
"('non', 'plenus')",0.13641846
"('non', 'novus')",-0.19845767
"('non', 'bonus')",0.16552827
"('non', 'circularis')",0.04569851
"('non', 'siccus')",0.11876714
"('non', 'nomen')",0.3106023
"('omnis', 'ego')",-0.05523704
"('omnis', 'tu')",-0.028618168
"('omnis', 'nos')",-0.02622699
"('omnis', 'cis')",-0.051359095
"('omnis', 'istud')",0.07383677
"('omnis', 'qui')",-0.056195818
"('omnis', 'quid')",0.15915078
"('omnis', 'non')",0.3154025
"('omnis', 'multi')",0.01260804
"('omnis', 'unus')",0.17089605
"('omnis', 'duo')",0.17109185
